ID , Source_Name , RA , Dec , z , Rmag , Class , Flux_1GHz , Flux_143GHz , Flux_keV , Flux_Fermi
#id , Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
1088 , 5BZBJ2236-1433 , 22 36 34.08 , -14 33 22.21 , 0  , 19.2 , BL Lac , 542 , 689 , 0.42 , 3.9e-9
1089 , 5BZBJ2236-1706 , 22 36 09.52 , -17 06 21.99 , 0.647  , 19 , BL Lac , 309 , 0 , 0 , 0
1090 , 5BZBJ2240+1326 , 22 40 46.9 , +13 26 02.68 , 0.66  , 18.9 , BL Lac , 14 , 0 , 1.27 , 0
1091 , 5BZBJ2241+4120 , 22 41 07.2 , +41 20 11.61 , 0  , 17.7 , BL Lac , 336 , 0 , 0 , 0
1092 , 5BZBJ2243+2021 , 22 43 54.72 , +20 21 03.88 , 0  , 15.7 , BL Lac , 109 , 0 , 0.97 , 3.9e-9
1093 , 5BZBJ2243-0609 , 22 43 08.76 , -06 09 02.59 , 0  , 18.5 , BL Lac , 109 , 0 , 0 , 0
1094 , 5BZBJ2243-2544 , 22 43 26.4 , -25 44 30.69 , 0.774  , 17.2 , BL Lac , 1102 , 323 , 0.68 , 1.6e-9
1095 , 5BZBJ2244-0006 , 22 44 48.09 , -00 06 19.51 , 0  , 18.5 , BL Lac , 6 , 0 , 0.47 , 0
1096 , 5BZBJ2247+0000 , 22 47 30.19 , +00 00 06.51 , 0  , 18.5 , BL Lac , 243 , 265 , 0.22 , 8e-10
1097 , 5BZBJ2247+4413 , 22 47 53.21 , +44 13 15.49 , 0  , 16.8 , BL Lac , 71 , 0 , 1.97 , 5e-10
1098 , 5BZBJ2249+1308 , 22 49 49.85 , +13 08 44.69 , 0  , 19 , BL Lac , 13 , 0 , 0 , 0
1099 , 5BZBJ2249-1300 , 22 49 10.73 , -13 00 02.8 , 0  , 18.2 , BL Lac , 8 , 0 , 4.5 , 0
1100 , 5BZBJ2250+3824 , 22 50 05.75 , +38 24 37.11 , 0.119  , 14.8 , BL Lac , 104 , 0 , 2.45 , 1.1e-9
1101 , 5BZBJ2251+4030 , 22 51 59.76 , +40 30 58.21 , 0.229 ?  , 15.9 , BL Lac , 92 , 0 , 0.37 , 1e-9
1102 , 5BZBJ2252+1245 , 22 52 32.18 , +12 45 10.9 , 0.497 ?  , 18.7 , BL Lac , 46 , 0 , 0 , 0
1103 , 5BZBJ2253+1404 , 22 53 54.23 , +14 04 36.91 , 0.327  , 18.3 , BL Lac , 12 , 0 , 0.38 , 8e-10
1104 , 5BZBJ2254+0054 , 22 54 04.4 , +00 54 20.98 , 0  , 20.8 , BL Lac , 628 , 260 , 0.99 , 0
1105 , 5BZBJ2254-2725 , 22 54 53.21 , -27 25 08.9 , 0.333  , 17.8 , BL Lac , 53 , 0 , 0 , 0
1106 , 5BZBJ2255+2410 , 22 55 15.36 , +24 10 11.31 , 0  , 18.2 , BL Lac , 82 , 0 , 0.51 , 1.1e-9
1107 , 5BZBJ2256+1305 , 22 56 24.27 , +13 05 41.6 , 0  , 18.6 , BL Lac , 45 , 0 , 0 , 0
1108 , 5BZBJ2256-2011 , 22 56 41.21 , -20 11 40.48 , 0  , 18.2 , BL Lac , 345 , 410 , 0.66 , 8e-10
1109 , 5BZBJ2256-3303 , 22 56 13.36 , -33 03 37.79 , 0.243  , 17.7 , BL Lac , 21 , 0 , 1.63 , 0
1110 , 5BZBJ2257+0743 , 22 57 17.29 , +07 43 12.28 , 0.19  , 16.1 , BL Lac , 394 , 373 , 0.25 , 0
1111 , 5BZBJ2258-3644 , 22 58 14.64 , -36 44 34.29 , 0  , 18.1 , BL Lac , 11 , 0 , 0.1 , 9e-10
1112 , 5BZBJ2258-5525 , 22 58 18.95 , -55 25 37.19 , 0.479  , 17.9 , BL Lac , 85 , 0 , 2.94 , 4e-10
1113 , 5BZBJ2300+3137 , 23 00 22.82 , +31 37 04.4 , 0  , 17.6 , BL Lac , 68 , 0 , 0 , 8e-10
1114 , 5BZBJ2304+3705 , 23 04 36.63 , +37 05 07.29 , 0  , 18.1 , BL Lac , 23 , 0 , 5.72 , 5e-10
1115 , 5BZBJ2306-1103 , 23 06 35.5 , -11 03 49.28 , 0  , 20 , BL Lac Candidate , 11 , 0 , 2.24 , 0
1116 , 5BZBJ2307+1450 , 23 07 34.0 , +14 50 17.98 , 0.503  , 20.1 , BL Lac , 109 , 0 , 0 , 1.2e-9
1117 , 5BZBJ2307-1205 , 23 07 22.04 , -12 05 18.59 , 0  , 19.6 , BL Lac , 7 , 0 , 1.36 , 0
1118 , 5BZBJ2309-3043 , 23 09 03.39 , -30 43 14.59 , 0  , 20.2 , BL Lac , 35 , 0 , 0.55 , 0
1119 , 5BZBJ2311+0205 , 23 11 01.28 , +02 05 05.31 , 0  , 16.9 , BL Lac , 63 , 276 , 0 , 5e-10
1120 , 5BZBJ2315-5018 , 23 15 44.33 , -50 18 39.7 , 0.808  , 18.5 , BL Lac , 234 , 0 , 0.44 , 7e-10
1121 , 5BZBJ2319+1611 , 23 19 43.43 , +16 11 50.1 , 0  , 17.9 , BL Lac , 37 , 0 , 3 , 0
1122 , 5BZBJ2322-4916 , 23 22 54.42 , -49 16 30.1 , 0  , 17.1 , BL Lac , 28 , 0 , 1.57 , 3e-10
1123 , 5BZBJ2323+4210 , 23 23 52.5 , +42 10 54.98 , 0  , 16.9 , BL Lac , 10 , 0 , 2.69 , 2.5e-9
1124 , 5BZBJ2324+0802 , 23 24 45.3 , +08 02 05.89 , 0  , 16.8 , BL Lac , 76 , 0 , 0 , 7e-10
1125 , 5BZBJ2324-4040 , 23 24 44.5 , -40 40 50.98 , 0.174 ?  , 15.7 , BL Lac Candidate , 49 , 0 , 14.6 , 1.6e-9
1126 , 5BZBJ2325+1646 , 23 25 38.1 , +16 46 42.81 , 0  , 17.8 , BL Lac , 53 , 0 , 0.26 , 4e-10
1127 , 5BZBJ2325+3957 , 23 25 17.87 , +39 57 36.5 , 0  , 17.8 , BL Lac , 113 , 0 , 0.18 , 2.3e-9
1128 , 5BZBJ2325-4800 , 23 25 26.88 , -48 00 16.81 , 0.221  , 15.7 , BL Lac , 344 , 0 , 1.38 , 9e-10
1129 , 5BZBJ2329+1743 , 23 29 03.39 , +17 43 30.5 , 0.213  , 17.6 , BL Lac , 25 , 0 , 0 , 0
1130 , 5BZBJ2329+3754 , 23 29 14.27 , +37 54 14.4 , 0  , 17.3 , BL Lac , 20 , 0 , 1.34 , 1e-9
1131 , 5BZBJ2330-3724 , 23 30 35.79 , -37 24 38.08 , 0.279  , 16.6 , BL Lac , 305 , 0 , 0.33 , 4e-10
1132 , 5BZBJ2334+1432 , 23 34 53.83 , +14 32 14.78 , 0  , 18.4 , BL Lac , 64 , 0 , 0 , 1.1e-9
1133 , 5BZBJ2334+1547 , 23 34 45.56 , +15 47 11.11 , 0  , 19.7 , BL Lac , 12 , 0 , 0 , 0
1134 , 5BZBJ2334-0834 , 23 34 48.3 , -08 34 37.41 , 0.208  , 18.8 , BL Lac Candidate , 1 , 0 , 0 , 0
1135 , 5BZBJ2338+2124 , 23 38 56.38 , +21 24 41.4 , 0.291  , 17.3 , BL Lac Candidate , 45 , 0 , 3.44 , 4e-10
1136 , 5BZBJ2339+0534 , 23 39 07.39 , +05 34 26.29 , 0.74 ?  , 19.6 , BL Lac , 17 , 0 , 0.31 , 0
1137 , 5BZBJ2340+2641 , 23 40 29.03 , +26 41 56.79 , 0.372  , 19.9 , BL Lac Candidate , 1031 , 0 , 0 , 0
1138 , 5BZBJ2340+8015 , 23 40 53.77 , +80 15 13.39 , 0  , 16.8 , BL Lac , 49 , 0 , 3.39 , 2.6e-9
1139 , 5BZBJ2341-0152 , 23 41 25.02 , -01 52 24.49 , 0  , 19.9 , BL Lac Candidate , 37 , 0 , 0.28 , 0
1140 , 5BZBJ2343+3439 , 23 43 33.58 , +34 39 50.9 , 0.366  , 18.3 , BL Lac , 34 , 0 , 5.43 , 3e-10
1141 , 5BZBJ2346+8007 , 23 46 25.61 , +80 07 55.2 , 0  , 18.4 , BL Lac Candidate , 142 , 0 , 0.14 , 0
1142 , 5BZBJ2347+5142 , 23 47 04.84 , +51 42 17.89 , 0.044  , 10.7 , BL Lac , 250 , 0 , 7.71 , 1.5e-9
1143 , 5BZBJ2350-0559 , 23 50 18.01 , -05 59 27.7 , 0.515  , 19.5 , BL Lac Candidate , 25 , 0 , 3.58 , 0
1144 , 5BZBJ2350-2436 , 23 50 23.33 , -24 36 02.98 , 0.193  , 16.2 , BL Lac , 6 , 0 , 1.21 , 0
1145 , 5BZBJ2352+1749 , 23 52 05.82 , +17 49 13.69 , 0  , 17.6 , BL Lac , 45 , 0 , 0 , 8e-10
1146 , 5BZBJ2353-1458 , 23 53 21.12 , -14 58 57.1 , 0  , 19.5 , BL Lac Candidate , 14 , 0 , 1.7 , 0
1147 , 5BZBJ2353-3037 , 23 53 47.46 , -30 37 48.5 , 0.737  , 16.6 , BL Lac , 397 , 0 , 0.22 , 5e-10
1148 , 5BZBJ2356-0023 , 23 56 04.01 , -00 23 53.8 , 0.283  , 18.5 , BL Lac , 5 , 0 , 0.29 , 0
1149 , 5BZBJ2357-0152 , 23 57 25.14 , -01 52 15.49 , 0.812  , 19.4 , BL Lac , 233 , 0 , 0 , 0
1150 , 5BZBJ2357-1718 , 23 57 29.68 , -17 18 05.29 , 0  , 16.9 , BL Lac , 44 , 0 , 13.5 , 0
1151 , 5BZBJ2359-3037 , 23 59 07.91 , -30 37 41.41 , 0.165  , 15.8 , BL Lac , 62 , 0 , 40.2 , 6e-10
1152 , 5BZGJ0001-1031 , 00 01 57.25 , -10 31 17.29 , 0.252  , 17.8 , BL Lac-galaxy dominated , 41 , 0 , 0 , 0
1153 , 5BZGJ0006+1051 , 00 06 20.28 , +10 51 51.69 , 0.168  , 15.6 , BL Lac-galaxy dominated , 12 , 0 , 1.72 , 0
1154 , 5BZGJ0012-1628 , 00 12 33.85 , -16 28 07.28 , 0.151  , 15 , BL Lac-galaxy dominated , 94 , 0 , 0.9 , 0
1155 , 5BZGJ0013-1854 , 00 13 56.03 , -18 54 06.51 , 0.095  , 13.4 , BL Lac-galaxy dominated , 29 , 0 , 6.49 , 0
1156 , 5BZGJ0014+0854 , 00 14 19.75 , +08 54 01.4 , 0.162  , 17.2 , BL Lac-galaxy dominated , 324 , 0 , 0.67 , 0
1157 , 5BZGJ0022+0006 , 00 22 00.95 , +00 06 57.99 , 0.306  , 18.6 , BL Lac-galaxy dominated , 2 , 0 , 1.01 , 0
1158 , 5BZGJ0027+2607 , 00 27 26.99 , +26 07 06.7 , 0.36  , 18.3 , BL Lac-galaxy dominated , 56 , 0 , 0.85 , 0
1159 , 5BZGJ0040-2340 , 00 40 24.89 , -23 40 00.58 , 0.213 ?  , 17.3 , BL Lac-galaxy dominated , 53 , 0 , 0.09 , 0
1160 , 5BZGJ0048+3157 , 00 48 47.14 , +31 57 25.2 , 0.015  , 13.1 , BL Lac-galaxy dominated , 292 , 0 , 0.12 , 0
1161 , 5BZGJ0056-0936 , 00 56 20.05 , -09 36 30.59 , 0.103  , 15.2 , BL Lac-galaxy dominated , 199 , 0 , 4.2 , 0
1162 , 5BZGJ0059-0150 , 00 59 16.91 , -01 50 17.69 , 0.114  , 17.1 , BL Lac-galaxy dominated , 18 , 0 , 1.01 , 2e-10
1163 , 5BZGJ0103+1526 , 01 03 26.01 , +15 26 24.79 , 0.246  , 17.2 , BL Lac-galaxy dominated , 225 , 0 , 0 , 0
1164 , 5BZGJ0103+4322 , 01 03 28.85 , +43 22 59.91 , 0  , 19.2 , BL Lac-galaxy dominated , 40 , 0 , 0 , 0
1165 , 5BZGJ0106+2539 , 01 06 10.97 , +25 39 30.49 , 0.199  , 17.4 , BL Lac-galaxy dominated , 130 , 0 , 0 , 0
1166 , 5BZGJ0110+4149 , 01 10 04.79 , +41 49 50.91 , 0.096  , 15.7 , BL Lac-galaxy dominated , 85 , 0 , 1.17 , 0
1167 , 5BZGJ0113+0222 , 01 13 43.13 , +02 22 17.29 , 0.047  , 14.6 , BL Lac-galaxy dominated , 491 , 0 , 0.55 , 0
1168 , 5BZGJ0123+4210 , 01 23 40.49 , +42 10 06.81 , 0.186  , 17.6 , BL Lac-galaxy dominated , 20 , 0 , 1.96 , 0
1169 , 5BZGJ0128+4901 , 01 28 08.05 , +49 01 05.98 , 0.067  , 15.6 , BL Lac-galaxy dominated , 206 , 995 , 1.7 , 0
1170 , 5BZGJ0146-0551 , 01 46 16.2 , -05 51 10.58 , 0.499  , 19.8 , BL Lac-galaxy dominated , 405 , 0 , 0 , 0
1171 , 5BZGJ0146-5202 , 01 46 48.58 , -52 02 33.5 , 0.098  , 11.5 , BL Lac-galaxy dominated , 324 , 0 , 0.49 , 0
1172 , 5BZGJ0148+1402 , 01 48 29.7 , +14 02 17.98 , 0.125  , 17.3 , BL Lac-galaxy dominated , 44 , 0 , 0.33 , 0
1173 , 5BZGJ0152+0147 , 01 52 39.59 , +01 47 17.19 , 0.08  , 15 , BL Lac-galaxy dominated , 61 , 0 , 3.13 , 8e-10
1174 , 5BZGJ0153+7115 , 01 53 25.85 , +71 15 06.51 , 0.022  , 12 , BL Lac-galaxy dominated , 578 , 0 , 0.78 , 0
1175 , 5BZGJ0153-0118 , 01 53 34.32 , -01 18 08.38 , 0.245  , 17.7 , BL Lac-galaxy dominated , 106 , 0 , 1.42 , 0
1176 , 5BZGJ0202-0559 , 02 02 06.85 , -05 59 00.09 , 0.189  , 17.6 , BL Lac-galaxy dominated , 213 , 0 , 0.31 , 0
1177 , 5BZGJ0204+4005 , 02 04 05.2 , +40 05 03.51 , 0.007  , 13.6 , BL Lac-galaxy dominated , 50 , 0 , 0.39 , 0
1178 , 5BZGJ0214+5144 , 02 14 17.93 , +51 44 52.0 , 0.049  , 16.5 , BL Lac-galaxy dominated , 294 , 0 , 4.58 , 0
1179 , 5BZGJ0225+3710 , 02 25 27.35 , +37 10 27.58 , 0.033  , 9.5 , BL Lac-galaxy dominated , 196 , 0 , 0.04 , 0
1180 , 5BZGJ0232+2017 , 02 32 48.6 , +20 17 17.3 , 0.139  , 16.2 , BL Lac-galaxy dominated , 82 , 0 , 5.63 , 0
1181 , 5BZGJ0245-1107 , 02 45 24.95 , -11 07 16.78 , 0.098  , 13.1 , BL Lac-galaxy dominated , 142 , 0 , 0 , 0
1182 , 5BZGJ0257+1847 , 02 57 45.63 , +18 47 05.38 , 0.427  , 19.9 , BL Lac-galaxy dominated , 180 , 0 , 0 , 0
1183 , 5BZGJ0303+0554 , 03 03 30.19 , +05 54 30.2 , 0.196  , 17.4 , BL Lac-galaxy dominated , 30 , 0 , 3.57 , 0
1184 , 5BZGJ0312+3615 , 03 12 50.27 , +36 15 19.51 , 0.071  , 14.1 , BL Lac-galaxy dominated , 117 , 0 , 1.72 , 0
1185 , 5BZGJ0313+4115 , 03 13 57.6 , +41 15 23.61 , 0.029  , 15 , BL Lac-galaxy dominated , 41 , 0 , 0.35 , 0
1186 , 5BZGJ0319+1845 , 03 19 51.79 , +18 45 34.48 , 0.19  , 18.1 , BL Lac-galaxy dominated , 21 , 0 , 8.33 , 1.1e-9
1187 , 5BZGJ0319+1901 , 03 19 51.25 , +19 01 31.29 , 0.296  , 18.8 , BL Lac-galaxy dominated , 386 , 0 , 0 , 0
1188 , 5BZGJ0320-7500 , 03 20 52.2 , -75 00 38.08 , 0.077  , 14 , BL Lac-galaxy dominated , 31 , 0 , 0 , 0
1189 , 5BZGJ0401-1606 , 04 01 06.64 , -16 06 38.98 , 0.032  , 9.9 , BL Lac-galaxy dominated , 89 , 0 , 0.19 , 0
1190 , 5BZGJ0425-0833 , 04 25 51.31 , -08 33 39.88 , 0.039  , 13.5 , BL Lac-galaxy dominated , 112 , 0 , 12 , 0
1191 , 5BZGJ0428-3805 , 04 28 50.86 , -38 05 50.49 , 0.15  , 15.6 , BL Lac-galaxy dominated , 48 , 0 , 0.1 , 0
1192 , 5BZGJ0439+0520 , 04 39 02.26 , +05 20 43.69 , 0.208  , 15.3 , BL Lac-galaxy dominated , 82 , 0 , 2.22 , 0
1193 , 5BZGJ0445-6014 , 04 45 01.51 , -60 14 59.71 , 0.097  , 13.7 , BL Lac-galaxy dominated , 54 , 0 , 0 , 8e-10
1194 , 5BZGJ0550-3216 , 05 50 40.56 , -32 16 17.29 , 0.069  , 13.1 , BL Lac-galaxy dominated , 345 , 0 , 26.3 , 0
1195 , 5BZGJ0617-1715 , 06 17 33.41 , -17 15 24.8 , 0.098  , 14.1 , BL Lac-galaxy dominated , 364 , 0 , 0.11 , 1.4e-9
1196 , 5BZGJ0643+4214 , 06 43 26.76 , +42 14 18.81 , 0.089  , 14.9 , BL Lac-galaxy dominated , 98 , 0 , 10.6 , 0
1197 , 5BZGJ0654+4247 , 06 54 43.52 , +42 47 58.7 , 0.126  , 14.9 , BL Lac-galaxy dominated , 202 , 0 , 0.35 , 0
1198 , 5BZGJ0656+4237 , 06 56 10.66 , +42 37 02.78 , 0.059  , 11.1 , BL Lac-galaxy dominated , 932 , 0 , 1.35 , 0
1199 , 5BZGJ0709+5010 , 07 09 34.19 , +50 10 56.1 , 0.02  , 8.2 , BL Lac-galaxy dominated , 121 , 0 , 0.65 , 0
1200 , 5BZGJ0737+3517 , 07 37 20.92 , +35 17 41.71 , 0.21  , 16.7 , BL Lac-galaxy dominated , 26 , 0 , 1.06 , 0
1201 , 5BZGJ0737+5941 , 07 37 30.07 , +59 41 03.19 , 0.041  , 11.8 , BL Lac-galaxy dominated , 561 , 0 , 0.8 , 0
1202 , 5BZGJ0741+3205 , 07 41 05.94 , +32 05 44.01 , 0.179  , 16.6 , BL Lac-galaxy dominated , 77 , 0 , 0.16 , 0
1203 , 5BZGJ0745+3312 , 07 45 04.82 , +33 12 56.41 , 0.22  , 17.3 , BL Lac-galaxy dominated , 222 , 0 , 0.39 , 0
1204 , 5BZGJ0748+2115 , 07 48 43.48 , +21 15 45.1 , 0.263  , 17.3 , BL Lac-galaxy dominated , 11 , 0 , 0.34 , 0
1205 , 5BZGJ0749+2313 , 07 49 13.99 , +23 13 16.71 , 0.175  , 17 , BL Lac-galaxy dominated , 53 , 0 , 0.25 , 0
1206 , 5BZGJ0751+1730 , 07 51 25.07 , +17 30 51.08 , 0.187  , 16.8 , BL Lac-galaxy dominated , 10 , 0 , 1.78 , 0
1207 , 5BZGJ0751+2913 , 07 51 09.56 , +29 13 35.5 , 0.194  , 17.9 , BL Lac-galaxy dominated , 10 , 0 , 0.21 , 0
1208 , 5BZGJ0753+2921 , 07 53 24.6 , +29 21 31.89 , 0.161  , 17.2 , BL Lac-galaxy dominated , 4 , 0 , 1.29 , 0
1209 , 5BZGJ0754+3910 , 07 54 37.06 , +39 10 47.78 , 0.096  , 15.7 , BL Lac-galaxy dominated , 58 , 0 , 0.44 , 0
1210 , 5BZGJ0754+4202 , 07 54 00.66 , +42 02 48.19 , 0.369  , 19 , BL Lac-galaxy dominated , 9 , 0 , 0 , 0
1211 , 5BZGJ0754+4546 , 07 54 35.81 , +45 46 45.08 , 0.456  , 19.3 , BL Lac-galaxy dominated , 57 , 0 , 0.18 , 0
1212 , 5BZGJ0756+3834 , 07 56 07.06 , +38 34 00.98 , 0.216  , 17 , BL Lac-galaxy dominated , 65 , 0 , 0.54 , 0
1213 , 5BZGJ0758+2705 , 07 58 46.98 , +27 05 15.5 , 0.099  , 17.2 , BL Lac-galaxy dominated , 54 , 0 , 0 , 0
1214 , 5BZGJ0809+3122 , 08 09 13.4 , +31 22 23.01 , 0.296  , 18.9 , BL Lac-galaxy dominated , 196 , 0 , 0 , 0
1215 , 5BZGJ0809+3455 , 08 09 38.9 , +34 55 37.41 , 0.083  , 15.8 , BL Lac-galaxy dominated , 223 , 0 , 4.07 , 7e-10
1216 , 5BZGJ0810+2846 , 08 10 58.19 , +28 46 18.58 , 0.272  , 19 , BL Lac-galaxy dominated , 42 , 0 , 0 , 0
1217 , 5BZGJ0810+4911 , 08 10 54.6 , +49 11 03.91 , 0.115  , 15.6 , BL Lac-galaxy dominated , 11 , 0 , 0.2 , 0
1218 , 5BZGJ0814+0857 , 08 14 21.65 , +08 57 06.4 , 0.23 ?  , 18.4 , BL Lac-galaxy dominated , 11 , 0 , 0.39 , 0
1219 , 5BZGJ0816-0735 , 08 16 04.19 , -07 35 59.71 , 0.04  , 14.6 , BL Lac-galaxy dominated , 43 , 0 , 0 , 0
1220 , 5BZGJ0820+4853 , 08 20 28.09 , +48 53 47.4 , 0.133  , 15.8 , BL Lac-galaxy dominated , 188 , 0 , 0.28 , 0
1221 , 5BZGJ0823+1524 , 08 23 23.24 , +15 24 47.91 , 0.167  , 17.1 , BL Lac-galaxy dominated , 21 , 0 , 0 , 0
1222 , 5BZGJ0828+4153 , 08 28 14.21 , +41 53 52.11 , 0.226  , 17.5 , BL Lac-galaxy dominated , 91 , 0 , 1.13 , 0
1223 , 5BZGJ0829+1754 , 08 29 04.82 , +17 54 15.91 , 0.089  , 15.6 , BL Lac-galaxy dominated , 335 , 0 , 1.51 , 0
1224 , 5BZGJ0830+3923 , 08 30 19.36 , +39 23 46.6 , 0  , 17.4 , BL Lac-galaxy dominated , 58 , 0 , 0 , 0
1225 , 5BZGJ0831+4608 , 08 31 39.81 , +46 08 00.99 , 0.131  , 16.1 , BL Lac-galaxy dominated , 132 , 0 , 0 , 0
1226 , 5BZGJ0831+5400 , 08 31 00.36 , +54 00 23.5 , 0.062  , 15.3 , BL Lac-galaxy dominated , 16 , 0 , 0 , 0
1227 , 5BZGJ0834+5534 , 08 34 54.96 , +55 34 22.0 , 0.242  , 17.2 , BL Lac-galaxy dominated , 8283 , 0 , 1.21 , 0
1228 , 5BZGJ0835+1517 , 08 35 48.13 , +15 17 17.08 , 0.169  , 16.7 , BL Lac-galaxy dominated , 50 , 0 , 0 , 0
1229 , 5BZGJ0839+4015 , 08 39 03.08 , +40 15 45.79 , 0.194  , 16.9 , BL Lac-galaxy dominated , 45 , 0 , 0 , 0
1230 , 5BZGJ0848+8111 , 08 48 28.01 , +81 11 47.61 , 0.175  , 15.1 , BL Lac-galaxy dominated , 12 , 0 , 1.22 , 0
1231 , 5BZGJ0850+3455 , 08 50 36.19 , +34 55 22.8 , 0.145  , 16.2 , BL Lac-galaxy dominated , 35 , 0 , 0.65 , 4e-10
1232 , 5BZGJ0850+4036 , 08 50 04.67 , +40 36 08.09 , 0.267  , 17.4 , BL Lac-galaxy dominated , 132 , 0 , 0.83 , 0
1233 , 5BZGJ0852+2433 , 08 52 29.1 , +24 33 54.39 , 0.358  , 18.3 , BL Lac-galaxy dominated , 61 , 0 , 0.17 , 0
1234 , 5BZGJ0856+5418 , 08 56 08.34 , +54 18 55.4 , 0.259  , 16.7 , BL Lac-galaxy dominated , 57 , 0 , 1.24 , 0
1235 , 5BZGJ0857+0627 , 08 57 29.75 , +06 27 25.19 , 0.338  , 19.3 , BL Lac-galaxy dominated , 12 , 0 , 0.34 , 0
1236 , 5BZGJ0903+4055 , 09 03 14.71 , +40 55 59.7 , 0.188  , 17.1 , BL Lac-galaxy dominated , 36 , 0 , 2 , 0
1237 , 5BZGJ0905+4705 , 09 05 36.45 , +47 05 46.39 , 0.174  , 16.8 , BL Lac-galaxy dominated , 102 , 0 , 0 , 0
1238 , 5BZGJ0906+4124 , 09 06 52.79 , +41 24 29.59 , 0.027  , 13.7 , BL Lac-galaxy dominated , 54 , 0 , 0 , 0
1239 , 5BZGJ0906+4636 , 09 06 15.54 , +46 36 19.0 , 0.085  , 15.6 , BL Lac-galaxy dominated , 291 , 0 , 0 , 0
1240 , 5BZGJ0912+1555 , 09 12 30.6 , +15 55 27.98 , 0.212  , 17.4 , BL Lac-galaxy dominated , 29 , 0 , 3.56 , 4e-10
1241 , 5BZGJ0912+4235 , 09 12 27.23 , +42 35 45.09 , 0.266  , 17.7 , BL Lac-galaxy dominated , 86 , 0 , 0.17 , 0
1242 , 5BZGJ0912+5320 , 09 12 01.68 , +53 20 35.69 , 0.102  , 15.9 , BL Lac-galaxy dominated , 169 , 0 , 0.22 , 0
1243 , 5BZGJ0916+5238 , 09 16 51.94 , +52 38 28.39 , 0.19  , 16.7 , BL Lac-galaxy dominated , 73 , 0 , 3.83 , 0
1244 , 5BZGJ0927+5327 , 09 27 10.6 , +53 27 31.6 , 0.201  , 17 , BL Lac-galaxy dominated , 5 , 0 , 1.08 , 0
1245 , 5BZGJ0927+5545 , 09 27 40.63 , +55 45 47.98 , 0.221  , 17.4 , BL Lac-galaxy dominated , 78 , 0 , 0.18 , 0
1246 , 5BZGJ0927-0900 , 09 27 46.9 , -09 00 21.99 , 0.254  , 19 , BL Lac-galaxy dominated , 148 , 0 , 0.22 , 0
1247 , 5BZGJ0932+3630 , 09 32 09.6 , +36 30 02.59 , 0.154  , 16.7 , BL Lac-galaxy dominated , 52 , 0 , 0.38 , 0
1248 , 5BZGJ0940+6148 , 09 40 22.44 , +61 48 26.2 , 0.211  , 17.6 , BL Lac-galaxy dominated , 12 , 0 , 1.28 , 6e-10
1249 , 5BZGJ0946+5819 , 09 46 14.5 , +58 19 37.59 , 0.147  , 12.9 , BL Lac-galaxy dominated , 86 , 0 , 0 , 0
1250 , 5BZGJ0948+5535 , 09 48 32.0 , +55 35 35.3 , 0.118  , 16.1 , BL Lac-galaxy dominated , 31 , 0 , 0 , 0
1251 , 5BZGJ0950+1804 , 09 50 00.29 , +18 04 18.69 , 0.154  , 17.7 , BL Lac-galaxy dominated , 32 , 0 , 0 , 0
1252 , 5BZGJ1001+2048 , 10 01 42.41 , +20 48 18.21 , 0.344  , 19.3 , BL Lac-galaxy dominated , 2 , 0 , 0.17 , 0
1253 , 5BZGJ1012+3932 , 10 12 58.33 , +39 32 38.79 , 0.171  , 17.3 , BL Lac-galaxy dominated , 20 , 0 , 0.65 , 0
1254 , 5BZGJ1018+3128 , 10 18 34.01 , +31 28 33.99 , 0.161  , 16.9 , BL Lac-galaxy dominated , 5 , 0 , 0.84 , 0
1255 , 5BZGJ1020+6250 , 10 20 13.77 , +62 50 10.1 , 0.25  , 17.8 , BL Lac-galaxy dominated , 30 , 0 , 0.43 , 0
1256 , 5BZGJ1022+5124 , 10 22 12.61 , +51 24 00.28 , 0.142  , 17.6 , BL Lac-galaxy dominated , 5 , 0 , 3.44 , 0
1257 , 5BZGJ1028+0555 , 10 28 27.6 , +05 55 15.2 , 0.234  , 18.6 , BL Lac-galaxy dominated , 18 , 0 , 0.2 , 0
1258 , 5BZGJ1028+1702 , 10 28 39.3 , +17 02 10.89 , 0.169  , 16.7 , BL Lac-galaxy dominated , 80 , 0 , 0.7 , 0
1259 , 5BZGJ1033+4222 , 10 33 17.94 , +42 22 36.4 , 0.211  , 17.4 , BL Lac-galaxy dominated , 46 , 0 , 0.27 , 0
1260 , 5BZGJ1041+1324 , 10 41 25.62 , +13 24 58.39 , 0.375  , 18.5 , BL Lac-galaxy dominated , 53 , 0 , 0.08 , 0
1261 , 5BZGJ1041+3901 , 10 41 49.14 , +39 01 19.48 , 0.21  , 17.2 , BL Lac-galaxy dominated , 34 , 0 , 0.8 , 0
1262 , 5BZGJ1048+5009 , 10 48 57.6 , +50 09 45.39 , 0.403  , 19.1 , BL Lac-galaxy dominated , 8 , 0 , 0.63 , 0
1263 , 5BZGJ1052+4241 , 10 52 04.13 , +42 41 53.19 , 0.136  , 16.7 , BL Lac-galaxy dominated , 97 , 0 , 0 , 0
